"n_altas"|"C_FECHA_CAMBIO_ESTADO"
949|"2020-05-11"
818|"2021-08-17"
754|"2021-10-28"
157|"2021-12-05"
945|"2020-02-17"
82|"2022-02-27"
796|"2020-10-24"
881|"2020-12-01"
615|"2019-06-28"
757|"2022-04-28"
675|"2019-04-17"
866|"2020-02-20"
822|"2021-10-09"
779|"2022-04-20"
843|"2021-04-27"
84|"2021-03-14"
15|"2021-10-31"
951|"2020-10-19"
615|"2019-02-21"
568|"2021-12-29"
734|"2021-08-20"
787|"2020-01-31"
792|"2022-06-04"
752|"2019-08-31"
810|"2021-10-20"
23|"2019-09-08"
7|"2021-06-06"
0|"2019-06-09"
752|"2020-12-17"
860|"2021-03-01"
880|"2022-03-10"
697|"2019-09-30"
698|"2019-02-16"
748|"2019-09-06"
692|"2019-02-08"
1010|"2021-02-13"
